timestamp,open,high,low,close,volume
2025-02-07 11:16:26.925935,99199.74499241219,101755.75745146423,98793.6542781081,100532.17059763042,0.9765013581794482
2025-02-07 12:16:26.925935,99326.90468319324,102310.49676859609,97562.4569075437,100520.07178919346,1.061636573820607
2025-02-07 13:16:26.925935,99547.16169770969,100214.01311520256,97466.48211723797,100276.60014492623,0.825295407601273
2025-02-07 14:16:26.925935,100084.36613165647,99642.62591336969,99916.74829884733,99792.43384702357,1.0215556424806067
2025-02-07 15:16:26.925935,98544.54798511603,100522.35452978098,99651.2401096699,100174.33299223291,1.1838486005316824
2025-02-07 16:16:26.925935,99747.22556122683,101116.42896654166,98013.97703694337,100274.4293488828,1.061886074866002
2025-02-07 17:16:26.925935,98138.21707944915,100964.01021151395,98529.51165570437,100621.06290263947,0.9008978126947399
2025-02-07 18:16:26.925935,99080.9671088666,100498.93543213009,99671.22048658671,101903.61041566812,1.09667148948492
2025-02-07 19:16:26.925935,99414.99647068475,100351.65480785177,98742.72059214537,100884.05104020132,1.0564753364204849
2025-02-07 20:16:26.925935,97633.60615569647,99751.47607320255,99312.53656082589,100219.69411825543,0.8546946222201535
2025-02-07 21:16:26.925935,98442.64998153418,99663.10758810623,99031.39997594157,100723.5975651074,1.0296255970694637
2025-02-07 22:16:26.925935,101168.25882003286,102422.55506368655,98789.87796151605,101167.37762416412,0.9838446413624068
2025-02-07 23:16:26.925935,100076.08603911453,102548.97364616711,99912.64783469493,101416.58585927724,1.0463237199608797
2025-02-08 00:16:26.925935,101129.60026940308,99612.5234408135,97698.03328473597,99151.03840086654,0.9060842449735176
2025-02-08 01:16:26.925935,99257.85356752589,101236.26967839197,97884.26718870144,99611.98144811604,0.9935373726426615
2025-02-08 02:16:26.925935,101550.45829567465,101217.23529313717,99629.07584996436,101398.15035210243,0.8892560052750178
2025-02-08 03:16:26.925935,99291.94585787335,102066.03850269938,99158.27339455027,100835.15685024564,1.047780350156167
2025-02-08 04:16:26.925935,98916.16163010409,101949.18549594398,97352.51487593992,100299.45955916276,1.0522327822819404
2025-02-08 05:16:26.925935,99859.20730795646,100667.03639396939,98668.44094029318,100558.95743098434,1.0410540909431956
2025-02-08 06:16:26.925935,99549.56142376944,99201.02686588287,98747.91586054566,100455.56779015674,0.9877895107612716
2025-02-08 07:16:26.925935,98020.36406516189,101107.30441079097,96832.58274314977,101720.42533464747,0.8863571546000977
2025-02-08 08:16:26.925935,101492.07043015634,101326.48036970924,99360.36600216497,100908.89126017419,1.0016814065454946
2025-02-08 09:16:26.925935,101145.924179165,101062.35463458078,98690.82846446514,101873.51507677043,0.8763635468143933
2025-02-08 10:16:26.925935,99363.38386105114,101762.40138018891,97675.09416950884,100812.67129113601,0.8949511579216256
2025-02-08 11:16:26.925935,99206.69414719244,99941.25626927784,98132.37245936222,100294.86613779039,1.0742066850471226
2025-02-08 12:16:26.925935,99989.40701479779,100848.60054137908,100386.82486174951,100685.94404505762,1.0900429957273319
2025-02-08 13:16:26.925935,99923.26431204291,100858.88448772079,98435.6517847298,100235.83564956157,1.1248043428598598
2025-02-08 14:16:26.925935,100537.19474394656,101287.81421260042,98718.90284682019,99233.30042904166,0.8346938513674422
2025-02-08 15:16:26.925935,102156.30449664316,101652.18749791375,98074.09952254857,101646.90188412857,0.8717015609416512
2025-02-08 16:16:26.925935,99978.96129610165,99754.69756903873,101018.51909612886,100148.28381838933,0.9760371709426815
2025-02-08 17:16:26.925935,100894.13867689764,100873.53225812946,100302.2377964594,100612.77746401688,0.9769459209461799
2025-02-08 18:16:26.925935,99600.52016353913,100071.03689842607,97854.24992315948,99679.15537090445,1.2657231699798248
2025-02-08 19:16:26.925935,100439.29317970313,100745.21467191949,100066.51082702463,99460.64227757513,1.1102945937845086
2025-02-08 20:16:26.925935,101615.58979079552,101740.98171693791,97288.6271719853,100529.44471917221,1.0150356413930992
2025-02-08 21:16:26.925935,100052.91071760503,100973.56240420994,97811.53726998954,101835.45106033671,0.9662881252636271
2025-02-08 22:16:26.925935,99395.25853979505,99731.00934430194,99522.85357927329,101105.94006366302,1.001727684107584
2025-02-08 23:16:26.925935,98102.43020673699,100174.06702323478,100621.32854508955,100910.70241648947,1.0135743033095488
2025-02-09 00:16:26.925935,101286.2844987194,99446.13237187348,99918.50632832201,99834.59554325449,0.9753668564581088
2025-02-09 01:16:26.925935,101439.52744411168,101691.94570324103,99131.18344780429,99414.57599996419,1.056980781371821
2025-02-09 02:16:26.925935,98483.48627341296,101325.44675405206,97132.65261568595,102408.24167855053,0.8793648505716779
2025-02-09 03:16:26.925935,99307.08009599613,101390.2982508439,99260.61661822401,101660.95141050257,1.1200136018651459
2025-02-09 04:16:26.925935,100298.37890559775,99544.52453479919,100176.14337776437,100883.33998633875,1.0109669754572101
2025-02-09 05:16:26.925935,100305.15839874324,102060.91568251638,99625.61747273806,99619.19313031691,1.0465248671442733
2025-02-09 06:16:26.925935,98496.0937504333,99579.51563977057,99726.2082255428,101635.00135548753,1.0164165328799515
2025-02-09 07:16:26.925935,100395.22904970184,101086.50767712972,99984.67586620228,100230.00576533284,0.9648463139807331
2025-02-09 08:16:26.925935,98592.09168196788,101847.28930725036,100039.32108788574,101062.0424271001,1.1263636903652108
2025-02-09 09:16:26.925935,99715.69902074966,102349.09525676041,99580.19472536261,99860.42992393779,1.05483172284294
2025-02-09 10:16:26.925935,98834.38727536416,100338.93993196965,98708.61333040272,99353.68367442941,0.96555532163895
